S/N,HOSTEL NAME,ROOM TYPE,PRICE (GHS),DISTANCE FROM CAMPUS(min walk to Campus),WATER,WIFI,SECURITY,TV ROOM,STUDY ROOM
391,OXFORD LODGE,3 in 1,5100,12,Yes,Yes,No,Yes,No
391,OXFORD LODGE,1 in 1,8900,12,Yes,Yes,No,Yes,No
391,OXFORD LODGE,2 in 1,6300,12,Yes,Yes,No,Yes,No
392,FAMILY RETREAT,4 in 1,7800,15,Yes,No,No,No,Yes
392,FAMILY RETREAT,3 in 1,5500,15,Yes,No,No,No,Yes
393,KOTEI MANOR,4 in 1,5000,7,Yes,Yes,Yes,Yes,Yes
393,KOTEI MANOR,3 in 1,7800,7,Yes,Yes,Yes,Yes,Yes
393,KOTEI MANOR,2 in 1,5900,7,Yes,Yes,Yes,Yes,Yes
394,RIVERSIDE APARTMENTS,4 in 1,5800,8,Yes,Yes,No,No,Yes
394,RIVERSIDE APARTMENTS,2 in 1,9300,8,Yes,Yes,No,No,Yes
394,RIVERSIDE APARTMENTS,1 in 1,6900,8,Yes,Yes,No,No,Yes
395,HOPE RETREAT,2 in 1,7800,12,Yes,No,Yes,No,No
395,HOPE RETREAT,4 in 1,5900,12,Yes,No,Yes,No,No
395,HOPE RETREAT,1 in 1,9200,12,Yes,No,Yes,No,No
396,EJISU ROAD LODGE HOSTEL,3 in 1,4900,110,Yes,Yes,Yes,No,Yes
396,EJISU ROAD LODGE HOSTEL,1 in 1,7100,110,Yes,Yes,Yes,No,Yes
397,TRIUMPH ESTATE,4 in 1,6300,5,Yes,Yes,Yes,No,Yes
397,TRIUMPH ESTATE,3 in 1,7100,5,Yes,Yes,Yes,No,Yes
398,DEDURU LODGE,1 in 1,8600,110,Yes,Yes,Yes,No,No
398,DEDURU LODGE,2 in 1,8000,110,Yes,Yes,Yes,No,No
399,REGAL LODGE,3 in 1,5700,90,Yes,Yes,Yes,No,No
399,REGAL LODGE,4 in 1,5800,90,Yes,Yes,Yes,No,No
399,REGAL LODGE,1 in 1,8700,90,Yes,Yes,Yes,No,No
400,UNITY COURT,2 in 1,6600,60,Yes,Yes,Yes,No,No
400,UNITY COURT,4 in 1,8300,60,Yes,Yes,Yes,No,No
400,UNITY COURT,1 in 1,8900,60,Yes,Yes,Yes,No,No
401,EMENA COMPLEX,2 in 1,5900,6,No,Yes,No,No,No
401,EMENA COMPLEX,4 in 1,6500,6,No,Yes,No,No,No
401,EMENA COMPLEX,1 in 1,7500,6,No,Yes,No,No,No
401,EMENA COMPLEX,3 in 1,7800,6,No,Yes,No,No,No
402,ASHFORD LODGE,1 in 1,9500,6,Yes,Yes,Yes,No,No
402,ASHFORD LODGE,2 in 1,6400,6,Yes,Yes,Yes,No,No
403,NOBLE RETREAT,2 in 1,8900,6,Yes,Yes,Yes,Yes,No
403,NOBLE RETREAT,1 in 1,8800,6,Yes,Yes,Yes,Yes,No
403,NOBLE RETREAT,4 in 1,6700,6,Yes,Yes,Yes,Yes,No
403,NOBLE RETREAT,3 in 1,9400,6,Yes,Yes,Yes,Yes,No
404,ROYAL HEIGHTS,2 in 1,7200,5,Yes,Yes,Yes,Yes,Yes
404,ROYAL HEIGHTS,1 in 1,7700,5,Yes,Yes,Yes,Yes,Yes
404,ROYAL HEIGHTS,3 in 1,5400,5,Yes,Yes,Yes,Yes,Yes
405,OFORIKROM JUNCTION,3 in 1,5500,20,Yes,No,Yes,No,Yes
405,OFORIKROM JUNCTION,4 in 1,5400,20,Yes,No,Yes,No,Yes
406,PREMIER PLAZA,3 in 1,7200,4,Yes,Yes,Yes,Yes,Yes
406,PREMIER PLAZA,2 in 1,7900,4,Yes,Yes,Yes,Yes,Yes
407,EAGLE PLACE,1 in 1,9200,80,Yes,No,No,No,No
407,EAGLE PLACE,4 in 1,5500,80,Yes,No,No,No,No
408,HERITAGE SUITES,1 in 1,9800,10,Yes,No,Yes,Yes,No
408,HERITAGE SUITES,2 in 1,7200,10,Yes,No,Yes,Yes,No
408,HERITAGE SUITES,4 in 1,9400,10,Yes,No,Yes,Yes,No
408,HERITAGE SUITES,3 in 1,7600,10,Yes,No,Yes,Yes,No
409,KRONUM HOSTEL,3 in 1,5400,90,Yes,No,No,Yes,No
409,KRONUM HOSTEL,1 in 1,7400,90,Yes,No,No,Yes,No
410,CEDAR CHAMBERS,4 in 1,6200,50,No,No,Yes,No,No
410,CEDAR CHAMBERS,2 in 1,7200,50,No,No,Yes,No,No
410,CEDAR CHAMBERS,1 in 1,9100,50,No,No,Yes,No,No
410,CEDAR CHAMBERS,3 in 1,7300,50,No,No,Yes,No,No
411,FAITH RETREAT,4 in 1,5400,55,Yes,Yes,No,Yes,Yes
411,FAITH RETREAT,1 in 1,7600,55,Yes,Yes,No,Yes,Yes
412,GOLDEN ESTATE,1 in 1,6900,5,Yes,Yes,No,Yes,No
412,GOLDEN ESTATE,2 in 1,6900,5,Yes,Yes,No,Yes,No
412,GOLDEN ESTATE,3 in 1,7900,5,Yes,Yes,No,Yes,No
412,GOLDEN ESTATE,4 in 1,5800,5,Yes,Yes,No,Yes,No
413,IVORY COURT,3 in 1,4900,55,Yes,No,No,No,No
413,IVORY COURT,4 in 1,5800,55,Yes,No,No,No,No
413,IVORY COURT,1 in 1,8800,55,Yes,No,No,No,No
413,IVORY COURT,2 in 1,6300,55,Yes,No,No,No,No
414,KOTEI JUNCTION,3 in 1,6900,20,Yes,No,Yes,No,No
414,KOTEI JUNCTION,1 in 1,8500,20,Yes,No,Yes,No,No
414,KOTEI JUNCTION,2 in 1,6000,20,Yes,No,Yes,No,No
414,KOTEI JUNCTION,4 in 1,6000,20,Yes,No,Yes,No,No
415,GRACE ANNEX,4 in 1,6300,10,Yes,Yes,Yes,No,Yes
415,GRACE ANNEX,2 in 1,9000,10,Yes,Yes,Yes,No,Yes
415,GRACE ANNEX,3 in 1,8200,10,Yes,Yes,Yes,No,Yes
415,GRACE ANNEX,1 in 1,7100,10,Yes,Yes,Yes,No,Yes
416,SPRING HOSTEL,2 in 1,6300,125,Yes,Yes,No,Yes,No
416,SPRING HOSTEL,3 in 1,7400,125,Yes,Yes,No,Yes,No
416,SPRING HOSTEL,4 in 1,6300,125,Yes,Yes,No,Yes,No
417,PREMIER GATE,1 in 1,8900,9,Yes,Yes,Yes,Yes,No
417,PREMIER GATE,4 in 1,9400,9,Yes,Yes,Yes,Yes,No
418,BLESSING PLACE,4 in 1,6400,14,Yes,No,Yes,No,No
418,BLESSING PLACE,1 in 1,9500,14,Yes,No,Yes,No,No
418,BLESSING PLACE,3 in 1,8000,14,Yes,No,Yes,No,No
419,MERCY GARDENS,1 in 1,9000,10,Yes,No,Yes,Yes,No
419,MERCY GARDENS,2 in 1,7100,10,Yes,No,Yes,Yes,No
420,MAYFAIR MANSION,2 in 1,8600,12,No,No,No,No,No
420,MAYFAIR MANSION,3 in 1,5500,12,No,No,No,No,No
420,MAYFAIR MANSION,4 in 1,5200,12,No,No,No,No,No
420,MAYFAIR MANSION,1 in 1,7900,12,No,No,No,No,No
421,PREMIER COURT,3 in 1,6800,8,Yes,Yes,Yes,Yes,Yes
421,PREMIER COURT,2 in 1,9800,8,Yes,Yes,Yes,Yes,Yes
422,MEADOW GATE,2 in 1,5000,15,Yes,Yes,Yes,No,No
422,MEADOW GATE,1 in 1,9100,15,Yes,Yes,Yes,No,No
423,MODERN VIEW,2 in 1,5300,40,Yes,Yes,No,No,No
423,MODERN VIEW,4 in 1,4800,40,Yes,Yes,No,No,No
423,MODERN VIEW,1 in 1,9500,40,Yes,Yes,No,No,No
424,GREENFIELD COMPLEX,2 in 1,7600,6,Yes,No,No,No,No
424,GREENFIELD COMPLEX,4 in 1,3900,6,Yes,No,No,No,No
425,ASHFORD MANOR,2 in 1,6600,55,No,Yes,No,No,No
425,ASHFORD MANOR,3 in 1,7600,55,No,Yes,No,No,No
426,FAMILY ESTATE,1 in 1,7700,10,Yes,Yes,No,No,Yes
426,FAMILY ESTATE,3 in 1,7000,10,Yes,Yes,No,No,Yes
427,KOTEI MANSION,4 in 1,5600,6,Yes,Yes,Yes,Yes,Yes
427,KOTEI MANSION,3 in 1,5700,6,Yes,Yes,Yes,Yes,Yes
427,KOTEI MANSION,1 in 1,9800,6,Yes,Yes,Yes,Yes,Yes
427,KOTEI MANSION,2 in 1,8400,6,Yes,Yes,Yes,Yes,Yes
428,SUSUANSO ESTATE,1 in 1,6400,10,Yes,Yes,Yes,No,Yes
428,SUSUANSO ESTATE,3 in 1,6900,10,Yes,Yes,Yes,No,Yes
429,OFORIKROM HOSTEL,3 in 1,5700,12,Yes,Yes,Yes,Yes,No
429,OFORIKROM HOSTEL,2 in 1,8700,12,Yes,Yes,Yes,Yes,No
430,KRONUM LODGE HOSTEL,2 in 1,6500,50,Yes,Yes,No,No,No
430,KRONUM LODGE HOSTEL,3 in 1,6500,50,Yes,Yes,No,No,No
431,LAKESIDE CORNER,1 in 1,8900,35,Yes,Yes,Yes,Yes,Yes
431,LAKESIDE CORNER,3 in 1,7900,35,Yes,Yes,Yes,Yes,Yes
432,UNITY LODGE HOSTEL,3 in 1,4900,6,No,No,Yes,No,Yes
432,UNITY LODGE HOSTEL,4 in 1,5000,6,No,No,Yes,No,Yes
433,OPAL VILLA,2 in 1,6900,6,Yes,No,No,No,Yes
433,OPAL VILLA,4 in 1,4500,6,Yes,No,No,No,Yes
433,OPAL VILLA,3 in 1,9200,6,Yes,No,No,No,Yes
434,BLESSING HOSTEL,1 in 1,8800,80,Yes,Yes,No,Yes,Yes
434,BLESSING HOSTEL,4 in 1,3600,80,Yes,Yes,No,Yes,Yes
435,DEDURU MANSION,4 in 1,6900,20,Yes,Yes,Yes,No,Yes
435,DEDURU MANSION,2 in 1,9800,20,Yes,Yes,Yes,No,Yes
436,OFORIKROM PLACE,2 in 1,9000,12,Yes,Yes,Yes,No,No
436,OFORIKROM PLACE,1 in 1,6900,12,Yes,Yes,Yes,No,No
437,LION PLACE,2 in 1,6900,110,Yes,Yes,No,No,Yes
437,LION PLACE,3 in 1,8500,110,Yes,Yes,No,No,Yes
437,LION PLACE,4 in 1,4400,110,Yes,Yes,No,No,Yes
438,BRIGHTON VIEW,1 in 1,8800,4,Yes,Yes,Yes,Yes,Yes
438,BRIGHTON VIEW,3 in 1,7800,4,Yes,Yes,Yes,Yes,Yes
438,BRIGHTON VIEW,2 in 1,6300,4,Yes,Yes,Yes,Yes,Yes
438,BRIGHTON VIEW,4 in 1,5400,4,Yes,Yes,Yes,Yes,Yes
439,WESTERN MANSION,2 in 1,5000,10,No,No,No,No,No
439,WESTERN MANSION,3 in 1,5200,10,No,No,No,No,No
439,WESTERN MANSION,4 in 1,5100,10,No,No,No,No,No
440,CONTINENTAL COMPLEX,2 in 1,5800,14,No,Yes,Yes,No,No
440,CONTINENTAL COMPLEX,4 in 1,7900,14,No,Yes,Yes,No,No
440,CONTINENTAL COMPLEX,3 in 1,4600,14,No,Yes,Yes,No,No
441,CLASSIC HOMES,1 in 1,8000,10,No,Yes,Yes,Yes,Yes
441,CLASSIC HOMES,3 in 1,6900,10,No,Yes,Yes,Yes,Yes
442,EMENA JUNCTION,3 in 1,8800,8,Yes,Yes,Yes,Yes,No
442,EMENA JUNCTION,1 in 1,7000,8,Yes,Yes,Yes,Yes,No
442,EMENA JUNCTION,2 in 1,9100,8,Yes,Yes,Yes,Yes,No
442,EMENA JUNCTION,4 in 1,5500,8,Yes,Yes,Yes,Yes,No
443,BRIGHTON ESTATE,2 in 1,6200,14,Yes,No,Yes,Yes,No
443,BRIGHTON ESTATE,4 in 1,6200,14,Yes,No,Yes,Yes,No
443,BRIGHTON ESTATE,1 in 1,8600,14,Yes,No,Yes,Yes,No
444,PRIME ESTATE,1 in 1,7800,12,No,No,No,No,Yes
444,PRIME ESTATE,2 in 1,7600,12,No,No,No,No,Yes
444,PRIME ESTATE,4 in 1,4900,12,No,No,No,No,Yes
445,FAVOUR GARDENS,4 in 1,5700,20,Yes,No,No,No,No
445,FAVOUR GARDENS,3 in 1,7600,20,Yes,No,No,No,No
445,FAVOUR GARDENS,2 in 1,9700,20,Yes,No,No,No,No
445,FAVOUR GARDENS,1 in 1,7200,20,Yes,No,No,No,No
446,GOLD PLAZA,1 in 1,9800,12,Yes,No,No,No,No
446,GOLD PLAZA,3 in 1,4000,12,Yes,No,No,No,No
446,GOLD PLAZA,4 in 1,5300,12,Yes,No,No,No,No
447,CRYSTAL LODGE HOSTEL,1 in 1,9000,14,Yes,Yes,Yes,Yes,Yes
447,CRYSTAL LODGE HOSTEL,3 in 1,7100,14,Yes,Yes,Yes,Yes,Yes
448,EASTERN GATE,2 in 1,6700,20,No,Yes,No,Yes,Yes
448,EASTERN GATE,3 in 1,6400,20,No,Yes,No,Yes,Yes
448,EASTERN GATE,4 in 1,4800,20,No,Yes,No,Yes,Yes
448,EASTERN GATE,1 in 1,7800,20,No,Yes,No,Yes,Yes
449,NOBLE GATE,1 in 1,9200,55,Yes,No,Yes,Yes,No
449,NOBLE GATE,2 in 1,8000,55,Yes,No,Yes,Yes,No
449,NOBLE GATE,3 in 1,5700,55,Yes,No,Yes,Yes,No
450,SPRING COURT,2 in 1,8800,11,Yes,No,Yes,No,No
450,SPRING COURT,1 in 1,8700,11,Yes,No,Yes,No,No
450,SPRING COURT,3 in 1,7800,11,Yes,No,Yes,No,No
450,SPRING COURT,4 in 1,6400,11,Yes,No,Yes,No,No
451,EAGLE VIEW,1 in 1,7600,45,Yes,Yes,No,Yes,No
451,EAGLE VIEW,2 in 1,6800,45,Yes,Yes,No,Yes,No
452,EASTERN COMPLEX,2 in 1,8600,40,Yes,Yes,No,No,No
452,EASTERN COMPLEX,1 in 1,9000,40,Yes,Yes,No,No,No
452,EASTERN COMPLEX,3 in 1,6600,40,Yes,Yes,No,No,No
453,COZY VILLAGE,1 in 1,8500,13,No,Yes,Yes,Yes,Yes
453,COZY VILLAGE,4 in 1,7400,13,No,Yes,Yes,Yes,Yes
454,SUSUANSO MANOR,3 in 1,5800,70,Yes,Yes,Yes,No,Yes
454,SUSUANSO MANOR,1 in 1,8900,70,Yes,Yes,Yes,No,Yes
454,SUSUANSO MANOR,2 in 1,7300,70,Yes,Yes,Yes,No,Yes
454,SUSUANSO MANOR,4 in 1,5200,70,Yes,Yes,Yes,No,Yes
455,DIAMOND POINT,3 in 1,8300,9,Yes,No,Yes,No,Yes
455,DIAMOND POINT,4 in 1,6700,9,Yes,No,Yes,No,Yes
455,DIAMOND POINT,1 in 1,9200,9,Yes,No,Yes,No,Yes
455,DIAMOND POINT,2 in 1,9300,9,Yes,No,Yes,No,Yes
456,BOADI HALL,3 in 1,6700,45,Yes,No,Yes,No,No
456,BOADI HALL,4 in 1,6500,45,Yes,No,Yes,No,No
456,BOADI HALL,1 in 1,8100,45,Yes,No,Yes,No,No
456,BOADI HALL,2 in 1,8000,45,Yes,No,Yes,No,No
457,KOTEI CORNER,1 in 1,8300,10,Yes,No,No,Yes,No
457,KOTEI CORNER,2 in 1,7700,10,Yes,No,No,Yes,No
457,KOTEI CORNER,3 in 1,7500,10,Yes,No,No,Yes,No
457,KOTEI CORNER,4 in 1,4300,10,Yes,No,No,Yes,No
458,PHOENIX PLACE,2 in 1,9800,14,Yes,Yes,No,Yes,Yes
458,PHOENIX PLACE,4 in 1,4000,14,Yes,Yes,No,Yes,Yes
459,COMFORT LODGE,1 in 1,7200,50,Yes,No,Yes,No,No
459,COMFORT LODGE,3 in 1,8300,50,Yes,No,Yes,No,No
460,JOY ANNEX,2 in 1,8600,12,Yes,Yes,Yes,No,Yes
460,JOY ANNEX,3 in 1,7600,12,Yes,Yes,Yes,No,Yes
460,JOY ANNEX,1 in 1,9000,12,Yes,Yes,Yes,No,Yes
461,KRONUM RETREAT,1 in 1,8400,8,Yes,Yes,No,Yes,No
461,KRONUM RETREAT,4 in 1,4200,8,Yes,Yes,No,Yes,No
461,KRONUM RETREAT,3 in 1,6800,8,Yes,Yes,No,Yes,No
461,KRONUM RETREAT,2 in 1,6600,8,Yes,Yes,No,Yes,No
462,EAGLE POINT,2 in 1,8900,8,Yes,Yes,Yes,Yes,Yes
462,EAGLE POINT,1 in 1,8300,8,Yes,Yes,Yes,Yes,Yes
463,AYIGYA ESTATE,4 in 1,4300,10,Yes,No,Yes,No,No
463,AYIGYA ESTATE,1 in 1,8100,10,Yes,No,Yes,No,No
463,AYIGYA ESTATE,2 in 1,8100,10,Yes,No,Yes,No,No
464,LAKESIDE OASIS,3 in 1,5800,6,Yes,Yes,Yes,No,No
464,LAKESIDE OASIS,2 in 1,6400,6,Yes,Yes,Yes,No,No
465,EAGLE LODGE,1 in 1,8600,8,Yes,No,Yes,Yes,No
465,EAGLE LODGE,3 in 1,7000,8,Yes,No,Yes,Yes,No
465,EAGLE LODGE,4 in 1,4700,8,Yes,No,Yes,Yes,No
466,DIAMOND COURT,1 in 1,8000,14,Yes,Yes,Yes,Yes,No
466,DIAMOND COURT,2 in 1,7900,14,Yes,Yes,Yes,Yes,No
467,MAYFAIR ANNEX,3 in 1,4600,13,Yes,Yes,No,No,No
467,MAYFAIR ANNEX,2 in 1,5600,13,Yes,Yes,No,No,No
467,MAYFAIR ANNEX,4 in 1,4400,13,Yes,Yes,No,No,No
467,MAYFAIR ANNEX,1 in 1,8200,13,Yes,Yes,No,No,No
468,MAYFAIR APARTMENTS,3 in 1,7100,10,No,No,Yes,No,No
468,MAYFAIR APARTMENTS,1 in 1,9800,10,No,No,Yes,No,No
469,PREMIER LODGE HOSTEL,3 in 1,7900,4,Yes,Yes,No,Yes,No
469,PREMIER LODGE HOSTEL,4 in 1,5300,4,Yes,Yes,No,Yes,No
469,PREMIER LODGE HOSTEL,1 in 1,8400,4,Yes,Yes,No,Yes,No
470,DIAMOND PLACE,4 in 1,4000,55,No,No,Yes,No,Yes
470,DIAMOND PLACE,1 in 1,8400,55,No,No,Yes,No,Yes
471,GLORY RESIDENCE,2 in 1,7100,6,Yes,Yes,Yes,Yes,No
471,GLORY RESIDENCE,1 in 1,8700,6,Yes,Yes,Yes,Yes,No
471,GLORY RESIDENCE,3 in 1,5500,6,Yes,Yes,Yes,Yes,No
471,GLORY RESIDENCE,4 in 1,6300,6,Yes,Yes,Yes,Yes,No
472,TRIUMPH CORNER,3 in 1,8900,30,No,No,No,No,No
472,TRIUMPH CORNER,4 in 1,5300,30,No,No,No,No,No
473,LION COURT,3 in 1,7200,10,Yes,Yes,Yes,No,Yes
473,LION COURT,1 in 1,9100,10,Yes,Yes,Yes,No,Yes
473,LION COURT,2 in 1,7000,10,Yes,Yes,Yes,No,Yes
473,LION COURT,4 in 1,5800,10,Yes,Yes,Yes,No,Yes
474,CEDAR PARK,2 in 1,7600,11,Yes,No,Yes,Yes,No
474,CEDAR PARK,4 in 1,5600,11,Yes,No,Yes,Yes,No
475,COMFORT INN,2 in 1,6500,12,Yes,No,Yes,Yes,No
475,COMFORT INN,3 in 1,6700,12,Yes,No,Yes,Yes,No
475,COMFORT INN,4 in 1,6200,12,Yes,No,Yes,Yes,No
475,COMFORT INN,1 in 1,9800,12,Yes,No,Yes,Yes,No
476,RIVERSIDE HOSTEL,4 in 1,6900,70,Yes,Yes,Yes,Yes,No
476,RIVERSIDE HOSTEL,3 in 1,9500,70,Yes,Yes,Yes,Yes,No
476,RIVERSIDE HOSTEL,2 in 1,6500,70,Yes,Yes,Yes,Yes,No
476,RIVERSIDE HOSTEL,1 in 1,9300,70,Yes,Yes,Yes,Yes,No
477,PRIME PLACE,1 in 1,8600,12,No,Yes,No,No,Yes
477,PRIME PLACE,3 in 1,9500,12,No,Yes,No,No,Yes
478,KENSINGTON VIEW,4 in 1,4300,11,Yes,No,No,Yes,Yes
478,KENSINGTON VIEW,1 in 1,7600,11,Yes,No,No,Yes,Yes
478,KENSINGTON VIEW,3 in 1,5800,11,Yes,No,No,Yes,Yes
479,RUBY OASIS,2 in 1,5000,6,No,No,Yes,Yes,No
479,RUBY OASIS,1 in 1,7900,6,No,No,Yes,Yes,No
479,RUBY OASIS,4 in 1,4400,6,No,No,Yes,Yes,No
480,STAR ESTATE,4 in 1,5700,15,Yes,Yes,Yes,Yes,Yes
480,STAR ESTATE,3 in 1,7200,15,Yes,Yes,Yes,Yes,Yes
480,STAR ESTATE,2 in 1,9800,15,Yes,Yes,Yes,Yes,Yes
480,STAR ESTATE,1 in 1,9300,15,Yes,Yes,Yes,Yes,Yes
481,ATLANTIC MANOR,1 in 1,7800,12,Yes,No,Yes,No,Yes
481,ATLANTIC MANOR,4 in 1,4200,12,Yes,No,Yes,No,Yes
482,GLORY ESTATE,1 in 1,8900,15,No,Yes,Yes,No,Yes
482,GLORY ESTATE,4 in 1,3500,15,No,Yes,Yes,No,Yes
482,GLORY ESTATE,3 in 1,9300,15,No,Yes,Yes,No,Yes
482,GLORY ESTATE,2 in 1,9200,15,No,Yes,Yes,No,Yes
483,EJISU ROAD APARTMENTS,4 in 1,4800,20,No,Yes,No,No,No
483,EJISU ROAD APARTMENTS,1 in 1,6800,20,No,Yes,No,No,No
484,BRIGHTON RESIDENCE,2 in 1,9400,6,Yes,No,Yes,No,No
484,BRIGHTON RESIDENCE,4 in 1,5300,6,Yes,No,Yes,No,No
485,GRACE RETREAT,1 in 1,9600,14,Yes,No,Yes,No,No
485,GRACE RETREAT,4 in 1,3100,14,Yes,No,Yes,No,No
486,SPRING PARK,3 in 1,5800,12,Yes,Yes,Yes,No,No
486,SPRING PARK,4 in 1,5500,12,Yes,Yes,Yes,No,No
486,SPRING PARK,1 in 1,8500,12,Yes,Yes,Yes,No,No
486,SPRING PARK,2 in 1,6900,12,Yes,Yes,Yes,No,No
487,SUSUANSO JUNCTION,2 in 1,8400,15,No,Yes,No,No,No
487,SUSUANSO JUNCTION,4 in 1,3900,15,No,Yes,No,No,No
488,MERCY LODGE,3 in 1,6500,8,Yes,No,No,Yes,Yes
488,MERCY LODGE,2 in 1,7700,8,Yes,No,No,Yes,Yes
489,OPAL RETREAT,4 in 1,6300,15,Yes,Yes,Yes,No,No
489,OPAL RETREAT,2 in 1,8500,15,Yes,Yes,Yes,No,No
490,AYIGYA MANSION,2 in 1,6000,10,No,Yes,Yes,Yes,No
490,AYIGYA MANSION,1 in 1,6900,10,No,Yes,Yes,Yes,No
490,AYIGYA MANSION,4 in 1,7400,10,No,Yes,Yes,Yes,No
491,SUSUANSO VIEW,2 in 1,8000,110,Yes,Yes,No,No,No
491,SUSUANSO VIEW,1 in 1,7700,110,Yes,Yes,No,No,No
491,SUSUANSO VIEW,3 in 1,8900,110,Yes,Yes,No,No,No
491,SUSUANSO VIEW,4 in 1,5700,110,Yes,Yes,No,No,No
492,EMERALD VILLA,2 in 1,9200,55,Yes,Yes,Yes,No,No
492,EMERALD VILLA,1 in 1,8500,55,Yes,Yes,Yes,No,No
492,EMERALD VILLA,4 in 1,8600,55,Yes,Yes,Yes,No,No
492,EMERALD VILLA,3 in 1,9200,55,Yes,Yes,Yes,No,No
493,GOLDEN OASIS,1 in 1,8200,6,Yes,Yes,Yes,No,Yes
493,GOLDEN OASIS,3 in 1,8100,6,Yes,Yes,Yes,No,Yes
493,GOLDEN OASIS,2 in 1,8400,6,Yes,Yes,Yes,No,Yes
494,LAKESIDE HOMES,1 in 1,9700,30,Yes,Yes,Yes,No,Yes
494,LAKESIDE HOMES,4 in 1,4100,30,Yes,Yes,Yes,No,Yes
495,ELITE PARK,2 in 1,8500,9,Yes,Yes,Yes,Yes,Yes
495,ELITE PARK,1 in 1,9400,9,Yes,Yes,Yes,Yes,Yes
496,KRONUM LODGE,4 in 1,2900,6,Yes,No,Yes,No,No
496,KRONUM LODGE,1 in 1,7300,6,Yes,No,Yes,No,No
497,VALLEY OASIS,4 in 1,2600,6,Yes,Yes,Yes,Yes,Yes
497,VALLEY OASIS,3 in 1,6300,6,Yes,Yes,Yes,Yes,Yes
497,VALLEY OASIS,2 in 1,8500,6,Yes,Yes,Yes,Yes,Yes
497,VALLEY OASIS,1 in 1,9800,6,Yes,Yes,Yes,Yes,Yes
498,DEDURU LODGE HOSTEL,4 in 1,5600,6,Yes,Yes,Yes,Yes,No
498,DEDURU LODGE HOSTEL,1 in 1,9800,6,Yes,Yes,Yes,Yes,No
499,HOPE POINT,2 in 1,5700,12,Yes,No,No,No,No
499,HOPE POINT,4 in 1,3000,12,Yes,No,No,No,No
500,CEDAR GATE,2 in 1,7500,40,Yes,Yes,Yes,Yes,Yes
500,CEDAR GATE,1 in 1,8800,40,Yes,Yes,Yes,Yes,Yes
501,EMERALD COMPLEX,2 in 1,7500,13,Yes,Yes,Yes,No,Yes
501,EMERALD COMPLEX,3 in 1,4000,13,Yes,Yes,Yes,No,Yes
501,EMERALD COMPLEX,4 in 1,5400,13,Yes,Yes,Yes,No,Yes
502,MEADOW POINT,4 in 1,3600,12,No,No,Yes,No,No
502,MEADOW POINT,1 in 1,9100,12,No,No,Yes,No,No
503,COMFORT HEIGHTS,2 in 1,8000,10,Yes,No,No,No,No
503,COMFORT HEIGHTS,4 in 1,4100,10,Yes,No,No,No,No
504,GOLDEN PLACE,2 in 1,6800,11,No,Yes,No,No,Yes
504,GOLDEN PLACE,3 in 1,5100,11,No,Yes,No,No,Yes
504,GOLDEN PLACE,1 in 1,8300,11,No,Yes,No,No,Yes
505,OXFORD SUITES,3 in 1,8000,5,No,Yes,Yes,No,No
505,OXFORD SUITES,2 in 1,6200,5,No,Yes,Yes,No,No
505,OXFORD SUITES,4 in 1,6300,5,No,Yes,Yes,No,No
505,OXFORD SUITES,1 in 1,7900,5,No,Yes,Yes,No,No
506,DEDURU POINT,4 in 1,4300,12,No,No,Yes,No,Yes
506,DEDURU POINT,2 in 1,7400,12,No,No,Yes,No,Yes
507,BOMSO HOMES,2 in 1,6100,110,No,Yes,Yes,Yes,Yes
507,BOMSO HOMES,1 in 1,7900,110,No,Yes,Yes,Yes,Yes
508,IMPERIAL HAVEN,4 in 1,3700,6,Yes,Yes,Yes,No,No
508,IMPERIAL HAVEN,3 in 1,9500,6,Yes,Yes,Yes,No,No
509,PRIME APARTMENTS,2 in 1,7600,10,No,No,Yes,Yes,Yes
509,PRIME APARTMENTS,1 in 1,7700,10,No,No,Yes,Yes,Yes
509,PRIME APARTMENTS,3 in 1,7000,10,No,No,Yes,Yes,Yes
510,OFORIKROM COMPLEX,3 in 1,6500,90,Yes,Yes,No,No,No
510,OFORIKROM COMPLEX,4 in 1,5200,90,Yes,Yes,No,No,No
510,OFORIKROM COMPLEX,1 in 1,9000,90,Yes,Yes,No,No,No
511,KOTEI LODGE HOSTEL,2 in 1,8600,8,Yes,No,Yes,No,Yes
511,KOTEI LODGE HOSTEL,3 in 1,5900,8,Yes,No,Yes,No,Yes
511,KOTEI LODGE HOSTEL,4 in 1,4600,8,Yes,No,Yes,No,Yes
511,KOTEI LODGE HOSTEL,1 in 1,8100,8,Yes,No,Yes,No,Yes
512,EAGLE CORNER,3 in 1,4000,35,Yes,No,Yes,No,No
512,EAGLE CORNER,4 in 1,3200,35,Yes,No,Yes,No,No
513,RIVERSIDE HOMES,1 in 1,9700,35,Yes,Yes,Yes,No,No
513,RIVERSIDE HOMES,3 in 1,9000,35,Yes,Yes,Yes,No,No
514,DEDURU APARTMENTS,2 in 1,7200,9,Yes,No,No,No,Yes
514,DEDURU APARTMENTS,3 in 1,7500,9,Yes,No,No,No,Yes
515,BOMSO LODGE HOSTEL,4 in 1,6000,11,Yes,Yes,Yes,No,No
515,BOMSO LODGE HOSTEL,3 in 1,9500,11,Yes,Yes,Yes,No,No
515,BOMSO LODGE HOSTEL,2 in 1,9100,11,Yes,Yes,Yes,No,No
515,BOMSO LODGE HOSTEL,1 in 1,8300,11,Yes,Yes,Yes,No,No
